,상권_구분_코드_명,상권_코드_명,n,e,시군구,시군구_상권구분코드명,시군구_상권구분_상권코드명
18,전통시장,전곡시장,37.57808652423728,127.06883022580342,동대문구,동대문구 - 전통시장,동대문구 - 전통시장 - 전곡시장
19,전통시장,청량리청과물시장,37.58011691623963,127.04318987696023,동대문구,동대문구 - 전통시장,동대문구 - 전통시장 - 청량리청과물시장
20,전통시장,사당시장,37.48300327139349,126.97513722688751,동작구,동작구 - 전통시장,동작구 - 전통시장 - 사당시장
21,전통시장,남부종합시장,37.49477208354063,126.98489227985215,서초구,서초구 - 전통시장,서초구 - 전통시장 - 남부종합시장
22,전통시장,양재시장,37.4840718777507,127.0383066275842,서초구,서초구 - 전통시장,서초구 - 전통시장 - 양재시장
23,전통시장,등마루시장,37.556706219310875,126.86016068133681,강서구,강서구 - 전통시장,강서구 - 전통시장 - 등마루시장
24,전통시장,신월중앙시장,37.55884882076419,126.84434565394928,강서구,강서구 - 전통시장,강서구 - 전통시장 - 신월중앙시장
25,전통시장,남성역골목시장,37.48348922176638,126.97245743180964,동작구,동작구 - 전통시장,동작구 - 전통시장 - 남성역골목시장
26,발달상권,서울 서초구 남부터미널역_3,37.48678000320049,127.0161915795939,서초구,서초구 - 발달상권,서초구 - 발달상권 - 서울 서초구 남부터미널역_3
27,발달상권,동작구 총신대입구역_2,37.48591492585732,126.98302843524853,서초구,서초구 - 발달상권,서초구 - 발달상권 - 동작구 총신대입구역_2
28,발달상권,양재역_3,37.48651571376832,127.03115058953671,서초구,서초구 - 발달상권,서초구 - 발달상권 - 양재역_3
29,발달상권,양재역_2,37.48365802839606,127.0363616986534,서초구,서초구 - 발달상권,서초구 - 발달상권 - 양재역_2
30,발달상권,서울 관악구 신림역_1,37.4829574265654,126.92883756748512,관악구,관악구 - 발달상권,관악구 - 발달상권 - 서울 관악구 신림역_1
31,발달상권,서울 관악구 신림역_2,37.482841464045244,126.93080498641467,관악구,관악구 - 발달상권,관악구 - 발달상권 - 서울 관악구 신림역_2
32,발달상권,서울 서초구 남부터미널역_1,37.48431986735238,127.01878025964147,서초구,서초구 - 발달상권,서초구 - 발달상권 - 서울 서초구 남부터미널역_1
33,골목상권,동일로173가길,37.6220436979359,127.07243887072359,노원구,노원구 - 골목상권,노원구 - 골목상권 - 동일로173가길
34,골목상권,동일로192길,37.62581687022157,127.0755690585679,노원구,노원구 - 골목상권,노원구 - 골목상권 - 동일로192길
35,골목상권,동일로242길,37.67488501157822,127.05866096147015,노원구,노원구 - 골목상권,노원구 - 골목상권 - 동일로242길
36,골목상권,이태원로54길,37.536543574586496,127.00136905188955,용산구,용산구 - 골목상권,용산구 - 골목상권 - 이태원로54길
37,골목상권,장문로45길,37.528704871722844,127.00046384506732,용산구,용산구 - 골목상권,용산구 - 골목상권 - 장문로45길
38,골목상권,청파로47길,37.544549114266864,126.96792002437306,용산구,용산구 - 골목상권,용산구 - 골목상권 - 청파로47길
39,전통시장,길동복조리시장,37.538447392541784,127.14367486055193,강동구,강동구 - 전통시장,강동구 - 전통시장 - 길동복조리시장
40,전통시장,사가정시장,37.58126145968097,127.09044539460683,중랑구,중랑구 - 전통시장,중랑구 - 전통시장 - 사가정시장
41,전통시장,중화제일시장,37.604814912176174,127.07544588440813,중랑구,중랑구 - 전통시장,중랑구 - 전통시장 - 중화제일시장
42,전통시장,태능시장,37.59826400907771,127.07653767941356,중랑구,중랑구 - 전통시장,중랑구 - 전통시장 - 태능시장
43,전통시장,묵1동도깨비시장,37.61687550606394,127.0809514877725,중랑구,중랑구 - 전통시장,중랑구 - 전통시장 - 묵1동도깨비시장
44,전통시장,우림골목시장,37.59766245247334,127.09805213757389,중랑구,중랑구 - 전통시장,중랑구 - 전통시장 - 우림골목시장
45,전통시장,유영시장,37.591572748702255,127.09684393083963,중랑구,중랑구 - 전통시장,중랑구 - 전통시장 - 유영시장
46,전통시장,돈암제일시장,37.59189071792463,127.01587463871735,성북구,성북구 - 전통시장,성북구 - 전통시장 - 돈암제일시장
47,전통시장,영천시장,37.5704598113684,126.96129826420189,서대문구,서대문구 - 전통시장,서대문구 - 전통시장 - 영천시장
48,발달상권,교대역_2,37.493267288811936,127.01596682099772,서초구,서초구 - 발달상권,서초구 - 발달상권 - 교대역_2
49,발달상권,역삼역_1,37.49411845945068,127.03722618303436,강남구,강남구 - 발달상권,강남구 - 발달상권 - 역삼역_1
50,발달상권,교대역_3,37.49424084159031,127.01204311976798,서초구,서초구 - 발달상권,서초구 - 발달상권 - 교대역_3
51,발달상권,가락시장,37.49406981478419,127.113487750174,송파구,송파구 - 발달상권,송파구 - 발달상권 - 가락시장
52,발달상권,방배동카페골목,37.49467315423672,126.98638497674007,서초구,서초구 - 발달상권,서초구 - 발달상권 - 방배동카페골목
53,발달상권,서울 강남구 강남역_1,37.495346534821586,127.02732075688415,서초구,서초구 - 발달상권,서초구 - 발달상권 - 서울 강남구 강남역_1
54,발달상권,서울 광진구 군자역,37.55666383323358,127.07848699391494,광진구,광진구 - 발달상권,광진구 - 발달상권 - 서울 광진구 군자역
55,발달상권,학동사거리_1,37.52150923659846,127.036493181618,강남구,강남구 - 발달상권,강남구 - 발달상권 - 학동사거리_1
56,발달상권,관악구 사당역_3,37.475525978289845,126.98097322504685,관악구,관악구 - 발달상권,관악구 - 발달상권 - 관악구 사당역_3
57,발달상권,포이사거리_2,37.476591455894564,127.04417032889133,서초구,서초구 - 발달상권,서초구 - 발달상권 - 포이사거리_2
58,발달상권,포이사거리_1,37.47700518170916,127.04610381207898,강남구,강남구 - 발달상권,강남구 - 발달상권 - 포이사거리_1
59,발달상권,장지역,37.477248481146304,127.12204320261074,송파구,송파구 - 발달상권,송파구 - 발달상권 - 장지역
60,발달상권,가산디지털단지역_1,37.47198421841353,126.88456732142473,금천구,금천구 - 발달상권,금천구 - 발달상권 - 가산디지털단지역_1
61,발달상권,구로디지탈1단지,37.48380625597272,126.89508680818014,구로구,구로구 - 발달상권,구로구 - 발달상권 - 구로디지탈1단지
62,발달상권,서울 서초구 남부터미널역_2,37.48642892605263,127.01369267538392,서초구,서초구 - 발달상권,서초구 - 발달상권 - 서울 서초구 남부터미널역_2
63,발달상권,서울 관악구 신림역_3,37.485489074322906,126.92852988341207,관악구,관악구 - 발달상권,관악구 - 발달상권 - 서울 관악구 신림역_3
64,발달상권,서울 강남구 수서역,37.48763689043684,127.10338078395336,강남구,강남구 - 발달상권,강남구 - 발달상권 - 서울 강남구 수서역
65,골목상권,해등로16길,37.65547574605314,127.0426668642167,도봉구,도봉구 - 골목상권,도봉구 - 골목상권 - 해등로16길
66,골목상권,공릉로58길,37.63615219120443,127.07397072659852,노원구,노원구 - 골목상권,노원구 - 골목상권 - 공릉로58길
67,골목상권,정릉로27길,37.60697367210774,127.01286535692006,성북구,성북구 - 골목상권,성북구 - 골목상권 - 정릉로27길
68,골목상권,정릉로8길,37.6071455432061,126.99792749494841,성북구,성북구 - 골목상권,성북구 - 골목상권 - 정릉로8길
69,골목상권,우이천로4다길,37.63521344861366,127.04031008537356,도봉구,도봉구 - 골목상권,도봉구 - 골목상권 - 우이천로4다길
70,전통시장,이태원제일시장,37.53914684239876,126.98779125338027,용산구,용산구 - 전통시장,용산구 - 전통시장 - 이태원제일시장
71,전통시장,보광시장,37.52701999855625,127.00037333031572,용산구,용산구 - 전통시장,용산구 - 전통시장 - 보광시장
72,전통시장,남평화시장,37.56916822669786,127.010810038063,중구,중구 - 전통시장,중구 - 전통시장 - 남평화시장
73,전통시장,동평화시장,37.56924908729413,127.01307393450413,중구,중구 - 전통시장,중구 - 전통시장 - 동평화시장
74,전통시장,제일평화시장,37.568375278700614,127.01156831600028,중구,중구 - 전통시장,중구 - 전통시장 - 제일평화시장
75,골목상권,종암로16길,37.59824700224238,127.03694960878664,성북구,성북구 - 골목상권,성북구 - 골목상권 - 종암로16길
76,전통시장,청평화시장,37.569591235352874,127.01500962462404,중구,중구 - 전통시장,중구 - 전통시장 - 청평화시장
77,전통시장,약수시장,37.55277911772709,127.01055869791927,중구,중구 - 전통시장,중구 - 전통시장 - 약수시장
78,전통시장,백학시장,37.563698082212916,127.019400052715,중구,중구 - 전통시장,중구 - 전통시장 - 백학시장
79,전통시장,서울중앙시장,37.566959648728094,127.01963859917295,중구,중구 - 전통시장,중구 - 전통시장 - 서울중앙시장
80,전통시장,조양시장,37.538911952569784,127.06748167951677,광진구,광진구 - 전통시장,광진구 - 전통시장 - 조양시장
81,전통시장,연서시장,37.619571231155106,126.92167346415707,은평구,은평구 - 전통시장,은평구 - 전통시장 - 연서시장
82,전통시장,갈현시장,37.623739895187256,126.91740988335779,은평구,은평구 - 전통시장,은평구 - 전통시장 - 갈현시장
83,전통시장,역촌중앙시장,37.613278589249596,126.91622088862053,은평구,은평구 - 전통시장,은평구 - 전통시장 - 역촌중앙시장
84,전통시장,대조시장,37.60950150921935,126.92685978763448,은평구,은평구 - 전통시장,은평구 - 전통시장 - 대조시장
85,발달상권,포스코사거리_1,37.50896055541883,127.05400674639628,강남구,강남구 - 발달상권,강남구 - 발달상권 - 포스코사거리_1
86,발달상권,포스코사거리_2,37.50973437396545,127.05624676889406,강남구,강남구 - 발달상권,강남구 - 발달상권 - 포스코사거리_2
87,발달상권,강남구 논현역_3,37.51210637798919,127.02184113245826,강남구,강남구 - 발달상권,강남구 - 발달상권 - 강남구 논현역_3
88,발달상권,선정릉역_2,37.511964209812604,127.04620448208236,강남구,강남구 - 발달상권,강남구 - 발달상권 - 선정릉역_2
89,발달상권,서울 강남구 학동역_1,37.51261829187031,127.02947611581212,강남구,강남구 - 발달상권,강남구 - 발달상권 - 서울 강남구 학동역_1
90,발달상권,코엑스,37.51107514837405,127.05975407071885,강남구,강남구 - 발달상권,강남구 - 발달상권 - 코엑스
91,발달상권,삼성역_3,37.51170369047007,127.06388298678927,강남구,강남구 - 발달상권,강남구 - 발달상권 - 삼성역_3
92,발달상권,서울 서초구 서초역,37.49331307953432,127.00894459146538,서초구,서초구 - 발달상권,서초구 - 발달상권 - 서울 서초구 서초역
93,발달상권,서울 송파구 가락시장역,37.49393806173698,127.11918680395776,송파구,송파구 - 발달상권,송파구 - 발달상권 - 서울 송파구 가락시장역
94,발달상권,가산디지털단지역_3,37.47843725502126,126.8864341433713,금천구,금천구 - 발달상권,금천구 - 발달상권 - 가산디지털단지역_3
95,발달상권,서울 관악구 서울대입구역_2,37.48387123577071,126.95484171774832,관악구,관악구 - 발달상권,관악구 - 발달상권 - 서울 관악구 서울대입구역_2
96,발달상권,양재역_1,37.48195644871718,127.0317592337244,서초구,서초구 - 발달상권,서초구 - 발달상권 - 양재역_1
97,발달상권,서울 금천구 시흥1동_4,37.452943165976684,126.90151548643851,금천구,금천구 - 발달상권,금천구 - 발달상권 - 서울 금천구 시흥1동_4
98,발달상권,서울 강남구 대치역_2,37.49350556247691,127.05970614658726,강남구,강남구 - 발달상권,강남구 - 발달상권 - 서울 강남구 대치역_2
99,발달상권,양재 화물트럭터미널앞_1,37.46195288464275,127.03572950785127,서초구,서초구 - 발달상권,서초구 - 발달상권 - 양재 화물트럭터미널앞_1
100,발달상권,양재 화물트럭터미널앞_2,37.464484351736736,127.0369515023419,서초구,서초구 - 발달상권,서초구 - 발달상권 - 양재 화물트럭터미널앞_2
101,발달상권,양재동 꽃시장,37.466798926021674,127.04009514194523,서초구,서초구 - 발달상권,서초구 - 발달상권 - 양재동 꽃시장
102,발달상권,서울 금천구 독산1동_1,37.470013027610726,126.89647392543884,금천구,금천구 - 발달상권,금천구 - 발달상권 - 서울 금천구 독산1동_1
103,발달상권,서울 관악구 대학동_1,37.470457486755116,126.9397582692801,관악구,관악구 - 발달상권,관악구 - 발달상권 - 서울 관악구 대학동_1
104,골목상권,아차산로78길,37.54628821661367,127.10782968128034,광진구,광진구 - 골목상권,광진구 - 골목상권 - 아차산로78길
105,골목상권,용마산로21길,37.562704962308366,127.08506933925977,광진구,광진구 - 골목상권,광진구 - 골목상권 - 용마산로21길
106,골목상권,용마산로3길,37.55656029984122,127.0848812735163,광진구,광진구 - 골목상권,광진구 - 골목상권 - 용마산로3길
107,골목상권,자양로11길,37.53391961280386,127.08288695723225,광진구,광진구 - 골목상권,광진구 - 골목상권 - 자양로11길
108,골목상권,장월로1길,37.606136933117284,127.04486969357842,성북구,성북구 - 골목상권,성북구 - 골목상권 - 장월로1길
109,골목상권,장위로50길,37.61465502502365,127.05706191208294,성북구,성북구 - 골목상권,성북구 - 골목상권 - 장위로50길
110,골목상권,정릉로26길,37.60382034084607,127.01157380260076,성북구,성북구 - 골목상권,성북구 - 골목상권 - 정릉로26길
111,전통시장,방산종합시장,37.56803346704921,127.0001245116387,중구,중구 - 전통시장,중구 - 전통시장 - 방산종합시장
112,전통시장,통인시장,37.58067959801361,126.96990837264661,종로구,종로구 - 전통시장,종로구 - 전통시장 - 통인시장
113,전통시장,광장시장,37.569970606126326,126.99941138428245,종로구,종로구 - 전통시장,종로구 - 전통시장 - 광장시장
114,전통시장,동대문종합시장,37.57042082785713,127.00809351482725,종로구,종로구 - 전통시장,종로구 - 전통시장 - 동대문종합시장
115,전통시장,종로신진시장,37.570366926707166,127.00529756952639,종로구,종로구 - 전통시장,종로구 - 전통시장 - 종로신진시장
116,전통시장,충신시장,37.57410603671966,127.00571668026423,종로구,종로구 - 전통시장,종로구 - 전통시장 - 충신시장
117,전통시장,동문시장,37.570537710296215,127.01112718531732,종로구,종로구 - 전통시장,종로구 - 전통시장 - 동문시장
118,전통시장,창신골목시장,37.57285322980232,127.0115237287406,종로구,종로구 - 전통시장,종로구 - 전통시장 - 창신골목시장
119,전통시장,신설종합시장,37.57266271778433,127.02098716952338,종로구,종로구 - 전통시장,종로구 - 전통시장 - 신설종합시장
120,전통시장,후암시장,37.550632831653395,126.97628039005014,용산구,용산구 - 전통시장,용산구 - 전통시장 - 후암시장
121,전통시장,신흥시장,37.54525530656243,126.98506315071423,용산구,용산구 - 전통시장,용산구 - 전통시장 - 신흥시장
122,전통시장,용문전통시장,37.53654590718111,126.96026355135787,용산구,용산구 - 전통시장,용산구 - 전통시장 - 용문전통시장
123,전통시장,이촌종합시장,37.520602165174964,126.97476277019915,용산구,용산구 - 전통시장,용산구 - 전통시장 - 이촌종합시장
124,전통시장,이태원시장,37.53389416451649,126.98939870878053,용산구,용산구 - 전통시장,용산구 - 전통시장 - 이태원시장
125,발달상권,강남구 논현역_1,37.506772411794465,127.02194136821261,서초구,서초구 - 발달상권,서초구 - 발달상권 - 강남구 논현역_1
126,발달상권,신천역,37.510206048895434,127.08170705738294,송파구,송파구 - 발달상권,송파구 - 발달상권 - 신천역
127,발달상권,선정릉역_1,37.51066651445342,127.04683707408867,강남구,강남구 - 발달상권,강남구 - 발달상권 - 선정릉역_1
128,발달상권,강남구 논현역_2,37.50806925695847,127.02497287577978,강남구,강남구 - 발달상권,강남구 - 발달상권 - 강남구 논현역_2
129,전통시장,만리시장,37.55128735486901,126.96367337165762,용산구,용산구 - 전통시장,용산구 - 전통시장 - 만리시장
130,발달상권,신도림역,37.50830905050997,126.89005341254958,구로구,구로구 - 발달상권,구로구 - 발달상권 - 신도림역
131,발달상권,뱅뱅사거리_2,37.4916961484238,127.03248705054254,강남구,강남구 - 발달상권,강남구 - 발달상권 - 뱅뱅사거리_2
132,발달상권,서울 강남구 대치역_1,37.493288262855124,127.06176402022076,강남구,강남구 - 발달상권,강남구 - 발달상권 - 서울 강남구 대치역_1
133,발달상권,관악구 사당역_2,37.47816587022181,126.98056555160662,동작구,동작구 - 발달상권,동작구 - 발달상권 - 관악구 사당역_2
134,발달상권,가산디지털단지역_2,37.481872767274155,126.88001831527892,금천구,금천구 - 발달상권,금천구 - 발달상권 - 가산디지털단지역_2
135,발달상권,관악구 사당역_1,37.47817528262151,126.98318846514128,서초구,서초구 - 발달상권,서초구 - 발달상권 - 관악구 사당역_1
136,발달상권,서울 관악구 서울대입구역_1,37.48073475833174,126.95237888491067,관악구,관악구 - 발달상권,관악구 - 발달상권 - 서울 관악구 서울대입구역_1
137,발달상권,구로디지털단지역,37.4808087471651,126.88836389120875,구로구,구로구 - 발달상권,구로구 - 발달상권 - 구로디지털단지역
138,발달상권,잠실역 롯데월드,37.51137390833691,127.09807487617543,송파구,송파구 - 발달상권,송파구 - 발달상권 - 잠실역 롯데월드
139,발달상권,보라매공원,37.49117227142047,126.92504171914183,동작구,동작구 - 발달상권,동작구 - 발달상권 - 보라매공원
140,골목상권,원효로53길,37.53733049201621,126.962446852187,용산구,용산구 - 골목상권,용산구 - 골목상권 - 원효로53길
141,골목상권,원효로89길,37.54127869587753,126.96870217399656,용산구,용산구 - 골목상권,용산구 - 골목상권 - 원효로89길
142,골목상권,이촌로22길,37.52582235495916,126.9556649066854,용산구,용산구 - 골목상권,용산구 - 골목상권 - 이촌로22길
143,골목상권,이태원로27길,37.53597578998269,126.9938110272278,용산구,용산구 - 골목상권,용산구 - 골목상권 - 이태원로27길
144,골목상권,아차산로51길,37.53990099747857,127.08465871524909,광진구,광진구 - 골목상권,광진구 - 골목상권 - 아차산로51길
145,골목상권,아차산로55길,37.53934931787935,127.08749813117429,광진구,광진구 - 골목상권,광진구 - 골목상권 - 아차산로55길
146,골목상권,아차산로65길,37.54273310165684,127.09270717418437,광진구,광진구 - 골목상권,광진구 - 골목상권 - 아차산로65길
147,전통시장,화양제일골목시장,37.54295657610216,127.06897896366658,광진구,광진구 - 전통시장,광진구 - 전통시장 - 화양제일골목시장
148,전통시장,중곡제일시장,37.56381589690654,127.08122227894687,광진구,광진구 - 전통시장,광진구 - 전통시장 - 중곡제일시장
149,전통시장,면곡골목시장,37.571069232038916,127.08075472787203,광진구,광진구 - 전통시장,광진구 - 전통시장 - 면곡골목시장
150,전통시장,신성골목시장,37.557882207018466,127.08836862482477,광진구,광진구 - 전통시장,광진구 - 전통시장 - 신성골목시장
151,전통시장,자양골목시장,37.53425519432588,127.0796741157871,광진구,광진구 - 전통시장,광진구 - 전통시장 - 자양골목시장
152,전통시장,자양종합시장,37.531851684331734,127.07640188035896,광진구,광진구 - 전통시장,광진구 - 전통시장 - 자양종합시장
153,전통시장,노룬산골목시장,37.53659779184103,127.06496777853715,광진구,광진구 - 전통시장,광진구 - 전통시장 - 노룬산골목시장
154,전통시장,능동로골목시장,37.535110151175616,127.06674282679104,광진구,광진구 - 전통시장,광진구 - 전통시장 - 능동로골목시장
155,전통시장,영동교골목시장,37.53803092517618,127.06397332818047,광진구,광진구 - 전통시장,광진구 - 전통시장 - 영동교골목시장
156,전통시장,남대문시장,37.55986846331072,126.97839392940769,중구,중구 - 전통시장,중구 - 전통시장 - 남대문시장
157,전통시장,신중부시장,37.56560077788206,127.00026033405094,중구,중구 - 전통시장,중구 - 전통시장 - 신중부시장
158,전통시장,인현시장,37.56325808472951,126.9950651264428,중구,중구 - 전통시장,중구 - 전통시장 - 인현시장
159,전통시장,평화시장,37.56887111952541,127.00803675030764,중구,중구 - 전통시장,중구 - 전통시장 - 평화시장
160,발달상권,은마아파트입구사거리_3,37.49906475931724,127.0597331901952,강남구,강남구 - 발달상권,강남구 - 발달상권 - 은마아파트입구사거리_3
161,발달상권,은마아파트입구사거리_4,37.49975746322555,127.06181458398488,강남구,강남구 - 발달상권,강남구 - 발달상권 - 은마아파트입구사거리_4
162,발달상권,서울 강남구 한티역,37.49817571394421,127.05358055707585,강남구,강남구 - 발달상권,강남구 - 발달상권 - 서울 강남구 한티역
163,발달상권,서울 광진구 건대입구역_2,37.541694812341476,127.06960014021577,광진구,광진구 - 발달상권,광진구 - 발달상권 - 서울 광진구 건대입구역_2
164,발달상권,서울 마포구 마포역_2,37.54054031359572,126.94518974329746,마포구,마포구 - 발달상권,마포구 - 발달상권 - 서울 마포구 마포역_2
165,발달상권,서울 마포구 공덕역_1,37.542939770927525,126.95159252793033,마포구,마포구 - 발달상권,마포구 - 발달상권 - 서울 마포구 공덕역_1
166,발달상권,삼정역_1,37.50754369288381,127.03644114171418,강남구,강남구 - 발달상권,강남구 - 발달상권 - 삼정역_1
167,발달상권,삼정역_2,37.50844506812788,127.03522007445697,강남구,강남구 - 발달상권,강남구 - 발달상권 - 삼정역_2
168,발달상권,삼성역_2,37.50835126987693,127.06513556420268,강남구,강남구 - 발달상권,강남구 - 발달상권 - 삼성역_2
169,골목상권,보문로32길,37.59074580858601,127.0201317226878,성북구,성북구 - 골목상권,성북구 - 골목상권 - 보문로32길
170,골목상권,삼선교로10길,37.58680979195958,127.00966905845232,성북구,성북구 - 골목상권,성북구 - 골목상권 - 삼선교로10길
171,골목상권,삼선교로10다길,37.58469252997415,127.00875172189099,성북구,성북구 - 골목상권,성북구 - 골목상권 - 삼선교로10다길
172,골목상권,삼선교로16가길,37.58440397169849,127.01154815247764,성북구,성북구 - 골목상권,성북구 - 골목상권 - 삼선교로16가길
173,골목상권,우사단로4길,37.53071409672035,126.99850660509166,용산구,용산구 - 골목상권,용산구 - 골목상권 - 우사단로4길
174,골목상권,원효로19길,37.53319175044001,126.95359008797688,용산구,용산구 - 골목상권,용산구 - 골목상권 - 원효로19길
175,골목상권,원효로41길,37.53482377237657,126.95677968602872,용산구,용산구 - 골목상권,용산구 - 골목상권 - 원효로41길
176,전통시장,성동용답상가시장,37.563606981029494,127.05234838492093,성동구,성동구 - 전통시장,성동구 - 전통시장 - 성동용답상가시장
177,전통시장,동부청과시장,37.57735995363058,127.042973192155,동대문구,동대문구 - 전통시장,동대문구 - 전통시장 - 동부청과시장
178,전통시장,경동시장,37.57930747265717,127.03902330140541,동대문구,동대문구 - 전통시장,동대문구 - 전통시장 - 경동시장
179,전통시장,동서시장,37.57985626500525,127.0414123248943,동대문구,동대문구 - 전통시장,동대문구 - 전통시장 - 동서시장
180,전통시장,서울약령시장,37.58213708424979,127.03750771415709,동대문구,동대문구 - 전통시장,동대문구 - 전통시장 - 서울약령시장
181,전통시장,청량리농수산물시장,37.58107268555848,127.04118657439247,동대문구,동대문구 - 전통시장,동대문구 - 전통시장 - 청량리농수산물시장
182,전통시장,청량리전통시장,37.5807838531397,127.04263552493434,동대문구,동대문구 - 전통시장,동대문구 - 전통시장 - 청량리전통시장
183,전통시장,청량리종합시장,37.57944216868575,127.04037056666714,동대문구,동대문구 - 전통시장,동대문구 - 전통시장 - 청량리종합시장
184,전통시장,전농로터리시장,37.57770553283901,127.05672804457532,동대문구,동대문구 - 전통시장,동대문구 - 전통시장 - 전농로터리시장
185,전통시장,용두시장,37.578481256301714,127.02976243882634,동대문구,동대문구 - 전통시장,동대문구 - 전통시장 - 용두시장
186,전통시장,청량리수산시장,37.57822543442258,127.04150198792094,동대문구,동대문구 - 전통시장,동대문구 - 전통시장 - 청량리수산시장
187,전통시장,답십리현대시장,37.56677510875752,127.0594816021787,동대문구,동대문구 - 전통시장,동대문구 - 전통시장 - 답십리현대시장
188,전통시장,한아름시장,37.54353267640729,127.06989605257513,광진구,광진구 - 전통시장,광진구 - 전통시장 - 한아름시장
189,발달상권,서울 서초구 강남역,37.50203121152806,127.03054633381461,강남구,강남구 - 발달상권,강남구 - 발달상권 - 서울 서초구 강남역
190,발달상권,고속터미널역,37.50474704248735,127.00585841327658,서초구,서초구 - 발달상권,서초구 - 발달상권 - 고속터미널역
191,발달상권,서울 강남구 선릉역_2,37.50494572617329,127.04531799918914,강남구,강남구 - 발달상권,강남구 - 발달상권 - 서울 강남구 선릉역_2
192,발달상권,삼성역_1,37.50667793699713,127.06036130395252,강남구,강남구 - 발달상권,강남구 - 발달상권 - 삼성역_1
193,발달상권,서울 강남구 강남역,37.49603052520305,127.03048734774165,강남구,강남구 - 발달상권,강남구 - 발달상권 - 서울 강남구 강남역
194,발달상권,오류동역,37.49548836626892,126.84279231806514,구로구,구로구 - 발달상권,구로구 - 발달상권 - 오류동역
195,발달상권,은마아파트입구사거리_2,37.49902736333294,127.06235680520315,강남구,강남구 - 발달상권,강남구 - 발달상권 - 은마아파트입구사거리_2
196,골목상권,인촌로5길,37.589069888712466,127.02056152342301,성북구,성북구 - 골목상권,성북구 - 골목상권 - 인촌로5길
197,골목상권,인촌로6길,37.58293398628817,127.02135234042038,성북구,성북구 - 골목상권,성북구 - 골목상권 - 인촌로6길
198,골목상권,천호대로77길,37.56389928147714,127.06267116438009,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 천호대로77길
199,골목상권,천호대로97길,37.56275063990482,127.07043465104928,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 천호대로97길
200,골목상권,한천로14길,37.56702426272566,127.06539036288811,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 한천로14길
201,골목상권,한천로33길,37.577366732991294,127.06708618306541,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 한천로33길
202,골목상권,보국문로16길,37.61256006404193,127.01022736468003,성북구,성북구 - 골목상권,성북구 - 골목상권 - 보국문로16길
203,골목상권,보문로13길,37.58004188788442,127.02084206689122,성북구,성북구 - 골목상권,성북구 - 골목상권 - 보문로13길
